variance,skewness,curtosis,entropy,class
-0.53966,7.3273,0.46583,-1.4543,0
-1.4375,-1.8624,4.026,0.55127,1
1.6988,2.9094,2.9044,0.11033,0
-0.55008,2.8659,-1.6488,-2.4319,1
-1.8411,10.8306,2.769,-3.0901,0
4.0932,5.4132,-1.8219,0.23576,0
0.74521,3.6357,-4.4044,-4.1414,1
-0.69745,-1.7672,-0.34474,-0.12372,1
-2.0441,1.2271,0.18564,-1.091,1
1.7496,-0.1759,5.1827,1.2922,0
-4.4779,7.3708,-0.31218,-6.7754,1
4.0102,10.6568,-4.1388,-5.0646,0
-0.77995,3.2322,-3.282,-3.1004,1
2.3136,10.6651,-3.5288,-4.7672,0
1.5701,7.9129,0.29018,-2.1953,0
0.86736,5.5643,1.6765,-0.16769,0
-2.5899,-0.3911,0.93452,0.42972,1
-0.74324,-0.32902,-0.42785,0.23317,1
-1.3389,1.552,7.0806,1.031,0
0.5195,-3.2633,3.0895,-0.9849,0
3.8584,0.78425,1.1033,1.7008,0
-2.9498,-8.273,10.2646,1.1629,1
1.0235,6.901,-2.0062,-2.7125,0
1.4896,3.4288,-4.0309,-1.4259,1
3.1452,5.825,-0.51439,-1.4944,0
1.105,7.4432,0.41099,-3.0332,0
1.0182,9.109,-0.62064,-1.7129,0
-3.0265,-0.062088,0.68604,-0.055186,1
-2.4349,-9.2497,8.9922,-0.50001,1
0.11592,3.2219,-3.4302,-2.8457,1
1.5673,7.9274,-0.056842,-2.1694,0
0.76163,5.8209,1.1959,-0.64613,0
2.9719,6.8369,-0.2702,0.71291,0
2.9695,5.6222,0.27561,-1.1556,0
3.7798,-3.3109,2.6491,0.066365,0
2.2279,4.0951,-4.8037,-2.1112,1
2.9571,-4.5938,5.9068,0.57196,0
0.17346,7.8695,0.26876,-3.7883,0
0.25943,5.0097,-5.0394,-6.3862,1
4.5707,7.2094,-3.2794,-1.4944,0
-1.7104,-4.778,6.2109,0.3974,1
5.6084,10.3009,-4.8003,-4.3534,0
-2.4725,-0.40145,1.4855,1.1189,1
3.3299,0.91254,1.5806,0.39352,0
2.2517,-5.1422,4.2916,-1.2487,0
0.20977,-0.46146,7.7267,0.90946,0
1.4378,0.66837,-2.0267,1.0271,1
-1.8356,-6.7562,5.0585,-0.55044,1
-3.1158,-8.6289,10.4403,0.97153,1
3.4916,8.5709,-3.0326,-0.59182,0
1.5356,9.1772,-2.2718,-0.73535,0
-2.4473,12.6247,0.73573,-7.6612,0
-3.7181,-8.5089,12.363,-0.95518,1
-0.61442,-0.091058,-0.31818,0.50214,1
3.8417,10.0215,-4.2699,-4.9159,0
-5.3857,9.1214,-0.41929,-5.9181,1
2.5698,-4.4076,5.9856,0.078002,0
-0.16682,5.8974,0.49839,-0.70044,0
-1.9423,0.3766,-1.2898,-0.82458,1
1.7747,-6.4334,8.15,-0.89828,0
3.6667,4.302,0.55923,0.33791,0
-1.6988,-7.1163,5.7902,0.16723,1
3.5862,-3.0957,2.8093,0.24481,0
1.3349,6.1189,0.46497,0.49826,0
-1.8387,-6.301,5.6506,0.19567,1
0.60731,3.9544,-4.772,-4.4853,1
-1.4427,3.2922,-1.9702,-3.4392,1
3.3397,-4.6145,3.9823,-0.23751,0
0.26877,4.987,-5.1508,-6.3913,1
-2.7419,11.4038,2.5394,-5.5793,0
0.21431,-0.69529,0.87711,0.29653,1
-1.8219,-6.8824,5.4681,0.057313,1
0.91315,3.3377,-4.0557,-1.6741,1
-1.8782,-6.5865,4.8486,-0.021566,1
-1.366,0.18416,0.90539,1.5806,1
-0.12624,10.3216,-3.7121,-6.1185,0
5.1776,8.2316,-3.2511,-1.5694,0
4.1736,3.3336,-1.4244,0.60429,0
-3.8073,-8.0971,10.1772,0.65084,1
-3.3458,-0.50491,2.6328,0.53705,1
-2.41,3.7433,-0.40215,-1.2953,1
1.1166,8.6496,-0.96252,-1.8112,0
3.5499,8.6165,-3.2794,-1.2009,0
5.1321,-0.031048,0.32616,1.1151,0
-2.7908,-5.7133,5.953,0.45946,1
5.438,9.4669,-4.9417,-3.9202,0
0.88444,6.5906,0.55837,-0.44182,0
-6.1536,7.9295,0.61663,-3.2646,1
-1.522,-6.6383,5.7491,-0.10691,1
2.6719,3.0646,0.37158,0.58619,0
4.2188,6.8162,-1.2804,0.76076,0
2.0922,-6.81,8.4636,-0.60216,0
-1.8584,7.886,-1.6643,-1.8384,0
1.3562,3.2136,4.3465,0.78662,0
-1.1193,10.7271,2.0938,-5.6504,0
2.4527,2.9653,0.20021,-0.056479,0
-6.2003,8.6806,0.0091344,-3.703,1
3.3669,-5.1856,3.6935,-1.1427,0
-1.9551,-6.9756,5.5383,-0.12889,1
-4.1409,3.4619,-0.47841,-3.8879,1
1.1588,8.9331,-2.0807,-1.1272,0
2.8209,7.3108,-0.81857,-1.8784,0
0.52374,3.644,-4.0746,-1.9909,1
-4.3876,-7.7267,11.9655,-1.4543,1
0.83292,7.5404,0.65005,-0.92544,0
-2.8957,-12.0205,11.9149,-2.7552,1
4.7072,8.2957,-2.5605,-1.4905,0
2.4226,-4.5752,5.947,0.21507,0
-2.5919,-1.0553,3.8949,0.77757,1
-0.83121,0.039307,0.05369,-0.23105,1
3.6575,7.2797,-2.2692,-1.144,0
-2.8829,3.8964,-0.1888,-1.1672,1
-4.8554,-5.9037,10.9818,-0.82199,1
3.0333,-2.5928,2.3183,0.303,0
-3.7244,1.9037,-0.035421,-2.5095,1
-2.4554,-9.0407,8.862,-0.86983,1
0.23874,2.0879,-3.3522,-0.66553,1
-5.873,9.1752,-0.27448,-6.0422,1
1.7257,-4.4697,8.2219,-1.8073,0
-2.6649,-12.813,12.6689,-1.9082,1
-1.7886,-6.3486,5.6154,0.42584,1
-0.77461,-1.8768,2.4023,1.1319,1
3.4566,9.5228,-4.0112,-3.5944,0
-1.9922,11.6542,2.6542,-5.2107,0
-1.786,-8.1157,7.0858,-1.2112,1
-1.5768,10.843,2.5462,-2.9362,0
2.6917,10.8161,-3.3,-4.2888,0
3.4246,-0.14693,0.80342,0.29136,0
4.052,-0.16555,0.45383,0.51248,0
-0.016103,9.7484,0.15394,-1.6134,0
-0.37013,-5.554,4.7749,1.547,1
0.88298,0.66009,6.0096,-0.43277,0
5.4944,1.5478,0.041694,1.9284,0
-4.0218,-8.304,12.555,-1.5099,1
-0.24811,-0.17797,4.9068,0.15429,0
3.1887,-3.4143,2.7742,-0.2026,0
3.2414,0.40971,1.4015,1.1952,0
1.9105,8.871,-2.3386,-0.75604,0
-0.278,8.1881,-3.1338,-2.5276,0
-3.7503,-13.4586,17.5932,-2.7771,1
-2.2918,-7.257,7.9597,0.9211,1
4.0329,0.23175,0.89082,1.1823,0
-3.5359,0.30417,0.6569,-0.2957,1
-0.8734,-0.033118,-0.20165,0.55774,1
-2.121,-0.05588,1.949,1.353,1
2.1265,6.8783,0.44784,-2.2224,0
3.1219,-3.137,1.9259,-0.37458,0
-3.2778,1.8023,0.1805,-2.3931,1
1.762,4.3682,2.1384,0.75429,0
2.0962,2.4769,1.9379,-0.040962,0
-3.2238,2.7935,0.32274,-0.86078,1
-1.6162,0.80908,8.1628,0.60817,0
3.2032,5.7588,-0.75345,-0.61251,0
-2.3361,11.9604,3.0835,-5.4435,0
3.4359,0.66216,2.1041,1.8922,0
1.2746,8.8172,-1.5323,-1.7957,0
4.6562,7.6398,-2.4243,-1.2384,0
3.2718,1.7837,2.1161,0.61334,0
-1.4217,11.6542,-0.057699,-7.1025,0
-3.5985,-13.6593,17.6052,-2.4927,1
-2.3299,-9.9532,8.4756,-1.8733,1
-1.5877,-6.6072,5.8022,0.31593,1
2.1721,-0.73874,5.4672,-0.72371,0
4.068,-2.9363,2.1992,0.50084,0
3.7982,10.423,-4.1602,-4.9728,0
-3.4917,-12.1736,14.3689,-0.61639,1
0.57461,10.1105,-1.6917,-4.3922,0
-0.82053,0.65181,-0.48869,-0.52716,1
-1.6637,3.2881,-2.2701,-2.2224,1
-1.6641,-1.3678,1.997,0.52283,1
3.1896,5.7526,-0.18537,-0.30087,0
-2.3898,-0.78427,3.0141,0.76205,1
-4.7462,3.1205,1.075,-1.2966,1
0.5706,-0.024841,1.2421,-0.56208,0
-6.5235,9.6014,-0.25392,-6.9642,1
-3.5916,-6.2285,10.2389,-1.1543,1
-2.7611,-10.5099,9.0239,-1.9547,1
-1.8343,-6.5907,5.6429,0.54998,1
-0.50816,2.868,-1.8108,-2.2612,1
-5.4414,7.2363,0.10938,-7.5642,1
3.1541,-5.1711,6.5991,0.57455,0
0.68087,2.3259,4.9085,0.54998,0
-0.51003,-0.23591,0.020273,0.76334,1
5.0214,8.0764,-3.0515,-1.7155,0
1.0009,7.7846,-0.28219,-2.6608,0
4.0296,2.6756,0.80685,0.71679,0
1.2279,4.0309,-4.6435,-3.9125,1
1.1472,3.5985,1.9387,-0.43406,0
-0.56877,1.4174,-1.4252,-1.1246,1
2.5503,-4.9518,6.3729,-0.41596,0
1.1518,1.3864,5.2727,-0.43536,0
3.7767,9.7794,-3.9075,-3.5323,0
4.1454,7.257,-1.9153,-0.86078,0
-1.3,10.2678,-2.953,-5.8638,0
1.2262,0.89599,5.7568,-0.11596,0
-2.0759,10.8223,2.6439,-4.837,0
1.5099,0.039307,6.2332,-0.30346,0
-2.2677,3.2964,-2.2563,-2.4642,1
-4.4018,-12.9371,15.6559,-1.6806,1
2.5678,3.5136,0.61406,-0.40691,0
-2.3242,11.5176,1.8231,-5.375,0
5.7823,5.5788,-2.4089,-0.056479,0
0.33111,4.5731,2.057,-0.18967,0
1.1676,9.1566,-2.0867,-0.80647,0
1.5478,9.1814,-1.6326,-1.7375,0
3.7022,6.9942,-1.8511,-0.12889,0
3.2351,9.647,-3.2074,-2.5948,0
1.9818,9.2621,-3.521,-1.872,0
0.93611,8.6413,-1.6351,-1.3043,0
-0.9607,2.6963,-3.1226,-1.3121,1
3.8832,6.4023,-2.432,-0.98363,0
-0.55355,-7.9233,6.7156,0.74394,1
-2.4198,-0.24418,0.70146,0.41809,1
-2.9821,4.1986,-0.5898,-3.9642,1
-2.799,1.9679,-0.42357,-2.1125,1
-0.52645,-0.24832,-0.45613,0.41938,1
0.48797,3.5674,-4.3882,-3.8116,1
5.2032,3.5116,-1.2538,1.0129,0
-3.6227,3.9958,-0.35845,-3.9047,1
4.616,10.1788,-4.2185,-4.4245,0
3.1377,-4.1096,4.5701,0.98963,0
1.3566,4.2358,2.1341,0.3211,0
-2.1652,3.0211,-2.4132,-2.4241,1
3.2585,-4.4614,3.8024,-0.15087,0
2.4287,9.3821,-3.2477,-1.4543,0
-5.2943,-5.1463,10.3332,-1.1181,1
3.9479,-3.7723,2.883,0.019813,0
-2.343,12.9516,3.3285,-5.9426,0
-1.7344,2.0175,7.7618,0.93532,0
-0.69879,-3.3771,4.1211,1.5043,1
-0.28015,3.0729,-3.3857,-2.9155,1
-1.8215,2.7521,-0.72261,-2.353,1
-0.40951,-0.15521,0.060545,-0.088807,1
-0.41645,0.32487,-0.33617,-0.36036,1
-3.8826,4.898,-0.92311,-5.0801,1
-1.1667,-1.4237,2.9241,0.66119,1
2.6946,6.7976,-0.40301,0.44912,0
-1.8629,-0.84841,2.5377,0.097399,1
-0.69572,8.6165,1.8419,-4.3289,0
-2.3221,-9.3304,9.233,-0.79871,1
0.37637,-0.82358,0.78543,0.74524,1
4.9362,7.6046,-2.3429,-0.85302,0
3.8027,0.81529,2.1041,1.0245,0
-3.8894,-7.8322,9.8208,0.47498,1
4.3239,-4.8835,3.4356,-0.5776,0
-3.1366,0.42212,2.6225,-0.064238,1
3.8023,-3.8696,4.044,0.95343,0
0.29961,7.1328,-0.31475,-1.1828,0
4.8278,7.7598,-2.4491,-1.2216,0
2.7296,2.8701,0.51124,0.5099,0
3.4465,2.9508,1.0271,0.5461,0
-1.9667,11.8052,-0.40472,-7.8719,0
2.2123,-5.8395,7.7687,-0.85302,0
3.2403,-3.7082,5.2804,0.41291,0
4.0524,5.6802,-1.9693,0.026279,0
2.5328,7.528,-0.41929,-2.6478,0
-1.2943,2.6735,-0.84085,-2.0323,1
2.9856,7.2673,-0.409,-2.2431,0
2.0139,6.1416,0.37929,0.56938,0
0.92703,9.4318,-0.66263,-1.6728,0
4.8906,-3.3584,3.4202,1.0905,0
3.8846,-3.0336,2.5334,0.20214,0
3.9994,0.90427,1.1693,1.6892,0
3.884,10.0277,-3.9298,-4.0819,0
3.5251,0.7201,1.6928,0.64438,0
-3.8953,4.0392,-0.3019,-2.1836,1
-0.89409,3.1991,-1.8219,-2.9452,1
-1.3968,-9.6698,9.4652,-0.34872,1
-1.4377,-1.432,2.1144,0.42067,1
-4.8392,6.6755,-0.24278,-6.5775,1
4.2772,2.4955,0.48554,0.36119,0
-0.023579,7.1742,0.78457,-0.75734,0
-0.30432,2.6528,-2.7756,-0.65647,1
-1.2528,10.2036,2.1787,-5.6038,0
5.262,3.9834,-1.5572,1.0103,0
4.6014,5.6264,-2.1235,0.19309,0
-4.8426,-4.9932,10.4052,-0.53104,1
0.7376,4.8525,-4.7986,-5.6659,1
-1.7976,-6.7686,6.6753,0.89912,1
-1.3946,2.3134,-0.44499,-1.4905,1
2.6104,8.0081,-0.23592,-1.7608,0
0.46901,-0.63321,7.3848,0.36507,0
4.7926,1.7071,-0.051701,1.4926,0
-1.7781,0.8546,7.1303,0.027572,0
-4.7331,-6.1789,11.388,-1.0741,1
4.8272,3.0687,0.68604,0.80731,0
0.3798,0.7098,0.7572,-0.4444,0
-1.4454,-8.4385,8.8483,0.96894,1
-3.3604,-0.32696,2.1324,0.6017,1
3.4776,8.811,-3.1886,-0.92285,0
-0.8471,3.1329,-3.0112,-2.9388,1
0.39559,6.8866,1.0588,-0.67587,0
3.0934,-2.9177,2.2232,0.22283,0
-1.8391,-9.0883,9.2416,-0.10432,1
-5.0676,-5.1877,10.4266,-0.86725,1
5.2418,10.5388,-4.1174,-4.2797,0
3.0632,-3.3315,5.1305,0.8267,0
-3.73,-12.9723,12.9817,-2.684,1
2.1752,-0.8091,5.1022,-0.67975,0
3.5829,1.4423,1.0219,1.4008,0
5.3063,5.2684,-2.8904,-0.52716,0
-2.9098,-10.0712,8.4156,-1.9948,1
-2.9138,-9.4711,9.7668,-0.60216,1
3.6216,8.6661,-2.8073,-0.44699,0
0.5706,-0.0248,1.2421,-0.5621,0
1.0135,8.4551,-1.672,-2.0815,0
-1.3066,0.25244,0.7623,1.7758,1
-3.3884,-8.215,10.3315,0.98187,1
4.364,-3.1039,2.3757,0.78532,0
1.6799,4.2068,-4.5398,-2.3931,1
-1.2369,-1.6906,2.518,0.51636,1
0.3223,-0.89808,8.0883,0.69222,0
2.1274,5.1939,-1.7971,-1.1763,0
0.65497,5.1815,1.0673,-0.42113,0
-0.78289,11.3603,-0.37644,-7.0495,0
-0.7869,9.5663,-3.7867,-7.5034,0
-1.9983,-6.6072,4.8254,-0.41984,1
-4.1244,3.7909,-0.6532,-4.1802,1
0.84546,3.4826,-3.6307,-1.3961,1
-2.1786,-6.4479,6.0344,-0.20777,1
-0.72068,-6.7583,5.8408,0.62369,1
-1.2244,1.7485,-1.4801,-1.4181,1
3.931,1.8541,-0.023425,1.2314,0
0.75896,0.29176,-1.6506,0.83834,1
-0.071503,3.7412,-4.5415,-4.2526,1
1.5902,2.2948,3.2403,0.18404,0
4.0632,3.584,0.72545,0.39481,0
-0.45062,-1.3678,7.0858,-0.40303,0
2.7961,2.121,1.8385,0.38317,0
-0.86339,1.9348,-2.3729,-1.0897,1
0.77445,9.0552,-2.4089,-1.3884,0
0.2952,4.8856,-5.149,-6.2323,1
-0.60975,-4.002,1.8471,0.6017,1
3.8117,10.1457,-4.0463,-4.5629,0
0.80355,2.8473,4.3439,0.6017,0
-2.2083,-9.1069,8.9991,-0.28406,1
-1.3414,-1.9162,-0.15538,-0.11984,1
-2.6286,0.18002,1.7956,0.97282,1
-0.69078,-0.50077,-0.35417,0.47498,1
-0.55648,3.2136,-3.3085,-2.7965,1
0.14329,-1.0885,1.0039,0.48791,1
0.062525,2.9301,-3.5467,-2.6737,1
-3.5933,0.22968,0.7126,-0.3332,1
2.994,7.2011,-1.2153,0.3211,0
3.9433,2.5017,1.5215,0.903,0
3.7935,7.9853,-2.5477,-1.872,0
-2.2214,-0.23798,0.56008,0.05602,1
1.7317,-0.34765,4.1905,-0.99138,0
4.3398,-5.3036,3.8803,-0.70432,0
0.24394,1.4733,-1.4192,-0.58535,1
-5.525,6.3258,0.89768,-6.6241,1
-2.6685,-10.4519,9.1139,-1.7323,1
2.2893,3.733,0.6312,-0.39786,0
-0.59587,2.4811,-2.8673,-0.89828,1
-2.1059,1.1815,-0.53324,-0.82716,1
4.6765,-3.3895,3.4896,1.4771,0
1.2138,8.7986,-2.1672,-0.74182,0
0.5706,-0.0248,1.2421,-0.5621,0
0.56953,7.6294,1.5754,-3.2233,0
3.6922,-3.9585,4.3439,1.3517,0
-3.5681,-8.213,10.083,0.96765,1
2.4391,6.4417,-0.80743,-0.69139,0
-1.682,-6.8121,7.1398,1.3323,1
-3.38,-0.7077,2.5325,0.71808,1
-2.0149,3.6874,-1.9385,-3.8918,1
-6.0598,9.2952,-0.43642,-6.3694,1
-1.3931,1.5664,7.5382,0.78403,0
-1.3885,12.5026,0.69118,-7.5487,0
0.66018,10.3878,-1.4029,-3.9151,0
-2.2183,-1.254,2.9986,0.36378,1
0.11032,1.9741,-3.3668,-0.65259,1
-1.6514,-8.4985,9.1122,1.2379,1
2.093,8.3061,0.022844,-3.2724,0
-1.0116,-0.19038,-0.90597,0.003003,1
6.0919,2.9673,-1.3267,1.4551,0
2.1059,7.6046,-0.47755,-1.8461,0
-1.7697,3.4329,-1.2144,-2.3789,1
5.4021,3.1039,-1.1536,1.5651,0
1.2247,8.7779,-2.2135,-0.80647,0
-0.70346,2.957,-3.5947,-3.1457,1
0.5734,9.1938,-0.9094,-1.872,0
3.7635,2.7811,0.66119,0.34179,0
-3.6085,3.3253,-0.51954,-3.5737,1
-1.7589,-6.4624,8.4773,0.31981,1
-2.5665,-6.8824,7.5416,0.70774,1
1.1811,8.3847,-2.0567,-0.90345,0
4.2406,-2.4852,1.608,0.7155,0
-2.6989,12.1984,0.67661,-8.5482,0
-0.49241,0.89392,-1.6283,-0.56854,1
-3.3863,-12.9889,13.0545,-2.7202,1
-1.8969,-6.7893,5.2761,-0.32544,1
3.2294,7.7391,-0.37816,-2.5405,0
0.5195,-3.2633,3.0895,-0.9849,0
1.7452,4.8028,2.0878,0.62627,0
2.5989,3.5178,0.7623,0.81119,0
1.4806,7.6377,-2.7876,-1.0341,0
3.7352,9.5911,-3.9032,-3.3487,0
-1.2537,10.8803,1.931,-4.3237,0
1.5904,2.2121,-3.1183,-0.11725,1
0.96708,3.8426,-4.9314,-4.1323,1
-4.4996,3.4288,0.56265,-1.1672,1
4.0127,10.1477,-3.9366,-4.0728,0
0.9297,-3.7971,4.6429,-0.2957,0
-0.11716,0.60422,-0.38587,-0.059065,1
-2.258,-9.3263,9.3727,-0.85949,1
2.8084,11.3045,-3.3394,-4.4194,0
3.6702,2.9942,0.85141,0.30688,0
0.96414,5.616,2.2138,-0.12501,0
1.4501,3.6067,-4.0557,-1.5966,1
-0.36038,4.1158,3.1143,-0.37199,0
5.2423,11.0272,-4.353,-4.1013,0
-4.3667,6.0692,0.57208,-5.4668,1
-1.2576,1.5892,7.0078,0.42455,0
-0.71868,-5.7154,3.8298,1.0233,1
-2.9883,0.31245,0.45041,0.068951,1
2.3718,7.4908,0.015989,-1.7414,0
-3.9172,2.6652,0.78886,-0.7819,1
0.77124,9.0862,-1.2281,-1.4996,0
2.483,6.6155,-0.79287,-0.90863,0
-3.6961,-13.6779,17.5795,-2.6181,1
5.0452,3.8964,-1.4304,0.86291,0
3.9922,-4.4676,3.7304,-0.1095,0
-1.9177,11.6894,2.5454,-3.2763,0
-1.7479,-5.823,5.8699,1.212,1
3.9102,6.065,-2.4534,-0.68234,0
-0.2951,9.0489,-0.52725,-2.0789,0
1.4479,-4.8794,8.3428,-2.1086,0
-0.82601,2.9611,-1.2864,-1.4647,1
-2.1674,0.12415,-1.0465,-0.86208,1
-1.6176,1.0926,-0.35502,-0.59958,1
-1.0555,0.79459,-1.6968,-0.46768,1
0.030219,-1.0512,1.4024,0.77369,1
3.4312,6.2637,-1.9513,-0.36165,0
1.7819,6.9176,-1.2744,-1.5759,0
-2.6479,10.1374,-1.331,-5.4707,0
1.0117,0.9022,-2.3506,0.42714,1
4.5459,8.1674,-2.4586,-1.4621,0
-2.6479,10.1374,-1.331,-5.4707,0
0.4339,5.5395,2.033,-0.40432,0
0.3798,0.7098,0.7572,-0.4444,0
-2.6406,-4.4159,5.983,-0.13924,1
3.3756,-4.0951,4.367,1.0698,0
-2.2501,3.3129,-0.88369,-2.8974,1
3.4667,-4.0724,4.2882,1.5418,0
4.7285,2.1065,-0.28305,1.5625,0
-3.9933,2.6218,0.62863,-1.1595,1
-2.1979,-2.1252,1.7151,0.45171,1
-2.1241,-6.8969,5.5992,-0.47156,1
-2.0659,1.0512,-0.46298,-1.0974,1
-3.7747,2.5162,0.83341,-0.30993,1
0.86816,10.2429,-1.4912,-4.0082,0
1.7331,3.9544,-4.7412,-2.5017,1
-2.6864,-0.097265,0.61663,0.061192,1
-2.3211,3.166,-1.0002,-2.7151,1
1.0637,3.6957,-4.1594,-1.9379,1
-5.637,8.1261,0.13081,-5.0142,1
0.33325,3.3108,-4.5081,-4.012,1
1.6406,3.5488,1.3964,-0.36424,0
4.3365,-3.584,3.6884,0.74912,0
-0.21888,-2.2038,-0.0954,0.56421,1
-0.278,8.1881,-3.1338,-2.5276,0
2.8297,6.3485,-0.73546,-0.58665,0
4.223,1.1319,0.72202,0.96118,0
-3.5637,-8.3827,12.393,-1.2823,1
-1.6706,-2.09,1.584,0.71162,1
-2.5084,-0.22763,1.488,1.2069,1
-2.3147,3.6668,-0.6969,-1.2474,1
2.0911,0.94358,4.5512,1.234,0
1.4507,8.7903,-2.2324,-0.65259,0
-0.65767,-2.8018,3.7115,0.99739,1
3.3004,7.0811,-1.3258,0.22283,0
-3.0,-9.1566,9.5766,-0.73018,1
2.6213,5.7919,0.065686,-1.5759,0
3.3951,1.1484,2.1401,2.0862,0
0.83625,1.1071,-2.4706,-0.062945,1
2.3678,-6.839,8.4207,-0.44829,0
3.5594,1.3078,1.291,1.6556,0
-3.9698,3.6812,-0.60008,-4.0133,1
-1.5732,1.0636,-0.71232,-0.8388,1
-0.29858,2.4769,-2.9512,-0.66165,1
-3.0193,1.7775,0.73745,-0.45346,1
